invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,is_cancellation,line_total
538799,21564,"PINK  HEART SHAPE LOVE BUCKET ",1,"2010-12-14 11:48:00",2.95,15039,"United Kingdom",0,2.95
566397,47559B,"TEA TIME OVEN GLOVE",1,"2011-09-12 12:54:00",1.25,17811,"United Kingdom",0,1.25
553535,22430,"ENAMEL WATERING CAN CREAM",4,"2011-05-17 15:17:00",4.95,,EIRE,0,19.8
558731,22082,"RIBBON REEL STRIPES DESIGN ",10,"2011-07-01 14:53:00",1.65,13285,"United Kingdom",0,16.5
547830,20707,"CRAZY DAISY HEART DECORATION",1,"2011-03-25 15:50:00",0.83,,"United Kingdom",0,0.83
565318,20726,"LUNCH BAG WOODLAND",10,"2011-09-02 13:01:00",1.65,12921,"United Kingdom",0,16.5
562372,23298,"SPOTTY BUNTING",50,"2011-08-04 14:33:00",4.15,16258,"United Kingdom",0,207.50000000000003
541132,84559a,"3D SHEET OF DOG STICKERS",1,"2011-01-14 10:17:00",1.66,,"United Kingdom",0,1.66
567899,22549,"PICTURE DOMINOES",12,"2011-09-22 16:26:00",1.45,14911,EIRE,0,17.4
545030,85099B,"JUMBO BAG RED RETROSPOT",100,"2011-02-25 15:32:00",1.65,13798,"United Kingdom",0,165.0
551718,82583,"HOT BATHS METAL SIGN",1,"2011-05-03 16:06:00",4.13,,"United Kingdom",0,4.13
576339,85039B,"S/4 IVORY MINI ROSE CANDLE IN BOWL",6,"2011-11-14 15:27:00",1.63,14096,"United Kingdom",0,9.78
572295,22955,"36 FOIL STAR CAKE CASES ",1,"2011-10-23 13:49:00",2.1,16686,"United Kingdom",0,2.1
578858,23582,"VINTAGE DOILY JUMBO BAG RED ",10,"2011-11-27 11:22:00",2.08,18145,"United Kingdom",0,20.8
566424,22383,"LUNCH BAG SUKI DESIGN ",10,"2011-09-12 14:15:00",1.65,13309,"United Kingdom",0,16.5
565846,22327,"ROUND SNACK BOXES SET OF 4 SKULLS",2,"2011-09-07 12:41:00",2.95,14606,"United Kingdom",0,5.9
538509,20665,"RED RETROSPOT PURSE ",2,"2010-12-12 13:37:00",2.95,14413,"United Kingdom",0,5.9
540803,21306,"SET/4 DAISY MIRROR MAGNETS",3,"2011-01-11 12:30:00",2.1,14669,"United Kingdom",0,6.3000000000000007
566450,21034,"REX CASH+CARRY JUMBO SHOPPER",3,"2011-09-12 16:12:00",0.95,15673,"United Kingdom",0,2.8499999999999996
538524,84876B,"GREEN HEART COMPACT MIRROR",1,"2010-12-13 09:35:00",7.62,,"United Kingdom",0,7.62
549287,22660,"DOORMAT I LOVE LONDON",1,"2011-04-07 18:05:00",7.95,14527,"United Kingdom",0,7.95
572185,79321,"CHILLI LIGHTS",2,"2011-10-21 10:52:00",17.88,,"United Kingdom",0,35.76
570388,23113,"PANTRY CHOPPING BOARD",6,"2011-10-10 12:37:00",4.95,14911,EIRE,0,29.700000000000003
545901,22924,"FRIDGE MAGNETS LA VIE EN ROSE",6,"2011-03-07 17:52:00",0.85,15834,"United Kingdom",0,5.1
540031,82551,"LAUNDRY 15C METAL SIGN",4,"2011-01-04 13:50:00",1.45,17975,"United Kingdom",0,5.8
551385,21673,"WHITE SPOT BLUE CERAMIC DRAWER KNOB",6,"2011-04-28 11:38:00",1.25,16814,"United Kingdom",0,7.5
558475,21708,"FOLDING UMBRELLA CREAM POLKADOT",3,"2011-06-29 15:58:00",3.29,,"United Kingdom",0,9.870000000000001
560119,16014,"SMALL CHINESE STYLE SCISSOR",20,"2011-07-15 10:21:00",0.42,12815,Poland,0,8.4
573353,23581,"JUMBO BAG PAISLEY PARK",3,"2011-10-30 12:39:00",2.08,16115,"United Kingdom",0,6.24
551349,22553,"PLASTERS IN TIN SKULLS",12,"2011-04-28 10:03:00",1.65,14740,"United Kingdom",0,19.799999999999997
574036,84231,"EASTER BUNNY WITH BASKET ON BACK",12,"2011-11-02 12:46:00",0.65,16607,"United Kingdom",0,7.8000000000000007
556486,85017B,"ENVELOPE 50 BLOSSOM IMAGES",12,"2011-06-12 13:22:00",0.42,17422,"United Kingdom",0,5.04
577742,22635,"CHILDS BREAKFAST SET DOLLY GIRL ",3,"2011-11-21 13:41:00",9.95,13755,"United Kingdom",0,29.849999999999998
546917,17012A,"ORIGAMI VANILLA INCENSE/CANDLE SET ",6,"2011-03-18 09:17:00",2.55,14911,EIRE,0,15.299999999999999
552442,23284,"DOORMAT KEEP CALM AND COME IN",2,"2011-05-09 13:03:00",7.95,14667,"United Kingdom",0,15.9
562046,20728,"LUNCH BAG CARS BLUE",10,"2011-08-02 10:34:00",1.65,12378,Switzerland,0,16.5
